Country Name,Indicator Name,Year Of Birth,Value
St. Kitts and Nevis,Imports of goods and services,1972,
St. Kitts and Nevis,"Industry, value added",1972,
St. Kitts and Nevis,Customers local visits (per year),1972,
St. Kitts and Nevis,Customers density,1972,126.6514286
St. Kitts and Nevis,"Services, etc., value added",1972,
St. Kitts and Nevis,New products value added,1977,11.51893398
St. Kitts and Nevis,Domestic credit provided,1977,
St. Kitts and Nevis,Exports of goods and services,1977,42.69869691
St. Kitts and Nevis,Parents rate,1977,
St. Kitts and Nevis,Imports of goods and services,1977,53.71530886
St. Kitts and Nevis,"Industry, value added",1977,22.50375747
St. Kitts and Nevis,Customers local visits (per year),1977,
St. Kitts and Nevis,Customers density,1977,125.56
St. Kitts and Nevis,"Services, etc., value added",1977,65.97730855
St. Kitts and Nevis,New products value added,1982,9.130906676
St. Kitts and Nevis,Domestic credit provided,1982,48.46512616
St. Kitts and Nevis,Exports of goods and services,1982,35.39045375
St. Kitts and Nevis,Parents rate,1982,3.3
St. Kitts and Nevis,Imports of goods and services,1982,57.21815144
St. Kitts and Nevis,"Industry, value added",1982,21.00888815
St. Kitts and Nevis,Customers local visits (per year),1982,63.95121951
St. Kitts and Nevis,Customers density,1982,164.4653846
St. Kitts and Nevis,"Services, etc., value added",1982,69.86020518
St. Kitts and Nevis,New products value added,1987,7.114140489
St. Kitts and Nevis,Domestic credit provided,1987,45.54399361
St. Kitts and Nevis,Exports of goods and services,1987,49.13067786
St. Kitts and Nevis,Parents rate,1987,2.8
St. Kitts and Nevis,Imports of goods and services,1987,64.92145935
St. Kitts and Nevis,"Industry, value added",1987,22.61929759
St. Kitts and Nevis,Customers local visits (per year),1987,65.95121951
St. Kitts and Nevis,Customers density,1987,159.05
St. Kitts and Nevis,"Services, etc., value added",1987,70.26659209
St. Kitts and Nevis,New products value added,1992,4.602784148
St. Kitts and Nevis,Domestic credit provided,1992,71.21712449
St. Kitts and Nevis,Exports of goods and services,1992,49.16274021
St. Kitts and Nevis,Parents rate,1992,2.6
St. Kitts and Nevis,Imports of goods and services,1992,54.53666115
St. Kitts and Nevis,"Industry, value added",1992,25.47141833
St. Kitts and Nevis,Customers local visits (per year),1992,67.95121951
St. Kitts and Nevis,Customers density,1992,159.0769231
St. Kitts and Nevis,"Services, etc., value added",1992,69.92577985
St. Kitts and Nevis,New products value added,1997,3.649170417
St. Kitts and Nevis,Domestic credit provided,1997,74.83713645
St. Kitts and Nevis,Exports of goods and services,1997,39.29628057
St. Kitts and Nevis,Parents rate,1997,2.4
St. Kitts and Nevis,Imports of goods and services,1997,54.96497842
St. Kitts and Nevis,"Industry, value added",1997,23.24650791
St. Kitts and Nevis,Customers local visits (per year),1997,70.03634146
St. Kitts and Nevis,Customers density,1997,168.7884615
St. Kitts and Nevis,"Services, etc., value added",1997,73.10432168
St. Kitts and Nevis,New products value added,2002,2.002991157
St. Kitts and Nevis,Domestic credit provided,2002,89.38238992
St. Kitts and Nevis,Exports of goods and services,2002,31.91574817
St. Kitts and Nevis,Parents rate,2002,2.107
St. Kitts and Nevis,Imports of goods and services,2002,53.35359039
St. Kitts and Nevis,"Industry, value added",2002,32.10193827
St. Kitts and Nevis,Customers local visits (per year),2002,71.33658537
St. Kitts and Nevis,Customers density,2002,180.5192308
St. Kitts and Nevis,"Services, etc., value added",2002,65.89507057
St. Kitts and Nevis,New products value added,2007,1.359316454
St. Kitts and Nevis,Domestic credit provided,2007,116.0754549
St. Kitts and Nevis,Exports of goods and services,2007,34.57233668
St. Kitts and Nevis,Parents rate,2007,
St. Kitts and Nevis,Imports of goods and services,2007,51.38215922
St. Kitts and Nevis,"Industry, value added",2007,27.34245998
St. Kitts and Nevis,Customers local visits (per year),2007,
St. Kitts and Nevis,Customers density,2007,194.0961538
St. Kitts and Nevis,"Services, etc., value added",2007,71.29821724
St. Lucia,New products value added,1962,
St. Lucia,Domestic credit provided,1962,
St. Lucia,Exports of goods and services,1962,
St. Lucia,Parents rate,1962,6.88
St. Lucia,Imports of goods and services,1962,
St. Lucia,"Industry, value added",1962,
St. Lucia,Customers local visits (per year),1962,58.76334146
St. Lucia,Customers density,1962,150.9606557
St. Lucia,"Services, etc., value added",1962,
St. Lucia,New products value added,1967,
St. Lucia,Domestic credit provided,1967,
St. Lucia,Exports of goods and services,1967,
St. Lucia,Parents rate,1967,6.508
St. Lucia,Imports of goods and services,1967,
St. Lucia,"Industry, value added",1967,
St. Lucia,Customers local visits (per year),1967,61.31814634
St. Lucia,Customers density,1967,163.157377
St. Lucia,"Services, etc., value added",1967,
St. Lucia,New products value added,1972,
St. Lucia,Domestic credit provided,1972,
St. Lucia,Exports of goods and services,1972,
St. Lucia,Parents rate,1972,5.813
St. Lucia,Imports of goods and services,1972,
St. Lucia,"Industry, value added",1972,
St. Lucia,Customers local visits (per year),1972,64.05370732
St. Lucia,Customers density,1972,174.5213115
St. Lucia,"Services, etc., value added",1972,
St. Lucia,New products value added,1977,
St. Lucia,Domestic credit provided,1977,
St. Lucia,Exports of goods and services,1977,
St. Lucia,Parents rate,1977,5.216
St. Lucia,Imports of goods and services,1977,
St. Lucia,"Industry, value added",1977,
St. Lucia,Customers local visits (per year),1977,67.088
St. Lucia,Customers density,1977,184.9606557
St. Lucia,"Services, etc., value added",1977,
St. Lucia,New products value added,1982,13.92865434
St. Lucia,Domestic credit provided,1982,57.98060306
St. Lucia,Exports of goods and services,1982,57.78328046
St. Lucia,Parents rate,1982,4.328
St. Lucia,Imports of goods and services,1982,83.83760221
St. Lucia,"Industry, value added",1982,20.79238567
St. Lucia,Customers local visits (per year),1982,69.6574878
St. Lucia,Customers density,1982,198.6065574
St. Lucia,"Services, etc., value added",1982,65.27895999
St. Lucia,New products value added,1987,13.24949575
St. Lucia,Domestic credit provided,1987,59.53609193
St. Lucia,Exports of goods and services,1987,74.55228898
St. Lucia,Parents rate,1987,3.683
St. Lucia,Imports of goods and services,1987,86.01246868
St. Lucia,"Industry, value added",1987,17.55393925
St. Lucia,Customers local visits (per year),1987,70.70873171
St. Lucia,Customers density,1987,214.8065574
St. Lucia,"Services, etc., value added",1987,69.196565
St. Lucia,New products value added,1992,13.38573234
St. Lucia,Domestic credit provided,1992,55.33244485
St. Lucia,Exports of goods and services,1992,67.74111065
St. Lucia,Parents rate,1992,3.195
St. Lucia,Imports of goods and services,1992,76.54871028
St. Lucia,"Industry, value added",1992,19.95036855
St. Lucia,Customers local visits (per year),1992,71.1945122
St. Lucia,Customers density,1992,232.6786885
St. Lucia,"Services, etc., value added",1992,66.66389911
St. Lucia,New products value added,1997,6.814409209
St. Lucia,Domestic credit provided,1997,75.24921092
St. Lucia,Exports of goods and services,1997,59.34212058
St. Lucia,Parents rate,1997,2.644
St. Lucia,Imports of goods and services,1997,68.54483397
St. Lucia,"Industry, value added",1997,17.66299466
St. Lucia,Customers local visits (per year),1997,71.15529268
St. Lucia,Customers density,1997,247.5311475
St. Lucia,"Services, etc., value added",1997,75.52259613
St. Lucia,New products value added,2002,5.523303491
St. Lucia,Domestic credit provided,2002,77.06284619
St. Lucia,Exports of goods and services,2002,42.78424808
St. Lucia,Parents rate,2002,2.152
St. Lucia,Imports of goods and services,2002,53.74483452
St. Lucia,"Industry, value added",2002,16.09096646
St. Lucia,Customers local visits (per year),2002,71.92485366
St. Lucia,Customers density,2002,262.652459
St. Lucia,"Services, etc., value added",2002,78.38573005
St. Lucia,New products value added,2007,3.289667312
St. Lucia,Domestic credit provided,2007,105.7524136
St. Lucia,Exports of goods and services,2007,39.73194682
St. Lucia,Parents rate,2007,2.022
St. Lucia,Imports of goods and services,2007,64.96040186
St. Lucia,"Industry, value added",2007,17.40696581
St. Lucia,Customers local visits (per year),2007,73.71185366
St. Lucia,Customers density,2007,278.9278689
St. Lucia,"Services, etc., value added",2007,79.30337065
St. Martin (French part),New products value added,1962,
St. Martin (French part),Domestic credit provided,1962,
St. Martin (French part),Exports of goods and services,1962,
St. Martin (French part),Parents rate,1962,
St. Martin (French part),Imports of goods and services,1962,
St. Martin (French part),"Industry, value added",1962,
St. Martin (French part),Customers local visits (per year),1962,
St. Martin (French part),Customers density,1962,83.93382353
St. Martin (French part),"Services, etc., value added",1962,
St. Martin (French part),New products value added,1967,
St. Martin (French part),Domestic credit provided,1967,
St. Martin (French part),Exports of goods and services,1967,
St. Martin (French part),Parents rate,1967,
St. Martin (French part),Imports of goods and services,1967,
St. Martin (French part),"Industry, value added",1967,
St. Martin (French part),Customers local visits (per year),1967,
St. Martin (French part),Customers density,1967,92.51838235
St. Martin (French part),"Services, etc., value added",1967,
St. Martin (French part),New products value added,1972,
St. Martin (French part),Domestic credit provided,1972,
St. Martin (French part),Exports of goods and services,1972,
St. Martin (French part),Parents rate,1972,
St. Martin (French part),Imports of goods and services,1972,
St. Martin (French part),"Industry, value added",1972,
St. Martin (French part),Customers local visits (per year),1972,
St. Martin (French part),Customers density,1972,105.8088235
St. Martin (French part),"Services, etc., value added",1972,
St. Martin (French part),New products value added,1977,
St. Martin (French part),Domestic credit provided,1977,
St. Martin (French part),Exports of goods and services,1977,
St. Martin (French part),Parents rate,1977,
St. Martin (French part),Imports of goods and services,1977,
St. Martin (French part),"Industry, value added",1977,
St. Martin (French part),Customers local visits (per year),1977,
St. Martin (French part),Customers density,1977,124.5955882
St. Martin (French part),"Services, etc., value added",1977,
St. Martin (French part),New products value added,1982,
St. Martin (French part),Domestic credit provided,1982,
St. Martin (French part),Exports of goods and services,1982,
St. Martin (French part),Parents rate,1982,2.44
St. Martin (French part),Imports of goods and services,1982,
St. Martin (French part),"Industry, value added",1982,
St. Martin (French part),Customers local visits (per year),1982,73.2195122
St. Martin (French part),Customers density,1982,159.375
St. Martin (French part),"Services, etc., value added",1982,
St. Martin (French part),New products value added,1987,
St. Martin (French part),Domestic credit provided,1987,
St. Martin (French part),Exports of goods and services,1987,
St. Martin (French part),Parents rate,1987,2.13
St. Martin (French part),Imports of goods and services,1987,
St. Martin (French part),"Industry, value added",1987,
St. Martin (French part),Customers local visits (per year),1987,73.67073171
St. Martin (French part),Customers density,1987,397.5735294
St. Martin (French part),"Services, etc., value added",1987,
St. Martin (French part),New products value added,1992,
St. Martin (French part),Domestic credit provided,1992,
St. Martin (French part),Exports of goods and services,1992,
St. Martin (French part),Parents rate,1992,1.94
St. Martin (French part),Imports of goods and services,1992,
St. Martin (French part),"Industry, value added",1992,
St. Martin (French part),Customers local visits (per year),1992,75.42439024
St. Martin (French part),Customers density,1992,604.6323529
St. Martin (French part),"Services, etc., value added",1992,
St. Martin (French part),New products value added,1997,
St. Martin (French part),Domestic credit provided,1997,
St. Martin (French part),Exports of goods and services,1997,
St. Martin (French part),Parents rate,1997,1.84
St. Martin (French part),Imports of goods and services,1997,
St. Martin (French part),"Industry, value added",1997,
St. Martin (French part),Customers local visits (per year),1997,76.37073171
St. Martin (French part),Customers density,1997,575.4411765
St. Martin (French part),"Services, etc., value added",1997,
St. Martin (French part),New products value added,2002,
St. Martin (French part),Domestic credit provided,2002,
St. Martin (French part),Exports of goods and services,2002,
St. Martin (French part),Parents rate,2002,1.83
St. Martin (French part),Imports of goods and services,2002,
St. Martin (French part),"Industry, value added",2002,
St. Martin (French part),Customers local visits (per year),2002,77.37073171
St. Martin (French part),Customers density,2002,504.5955882
St. Martin (French part),"Services, etc., value added",2002,
St. Martin (French part),New products value added,2007,
St. Martin (French part),Domestic credit provided,2007,
St. Martin (French part),Exports of goods and services,2007,
St. Martin (French part),Parents rate,2007,1.82
St. Martin (French part),Imports of goods and services,2007,
St. Martin (French part),"Industry, value added",2007,
St. Martin (French part),Customers local visits (per year),2007,78.22195122
St. Martin (French part),Customers density,2007,531.3419118
St. Martin (French part),"Services, etc., value added",2007,
St. Vincent and the Grenadines,New products value added,1962,
St. Vincent and the Grenadines,Domestic credit provided,1962,
St. Vincent and the Grenadines,Exports of goods and services,1962,
St. Vincent and the Grenadines,Parents rate,1962,7.074
St. Vincent and the Grenadines,Imports of goods and services,1962,
St. Vincent and the Grenadines,"Industry, value added",1962,
St. Vincent and the Grenadines,Customers local visits (per year),1962,59.83921951
St. Vincent and the Grenadines,Customers density,1962,213.3487179
St. Vincent and the Grenadines,"Services, etc., value added",1962,
St. Vincent and the Grenadines,New products value added,1967,
St. Vincent and the Grenadines,Domestic credit provided,1967,
St. Vincent and the Grenadines,Exports of goods and services,1967,
St. Vincent and the Grenadines,Parents rate,1967,6.494
St. Vincent and the Grenadines,Imports of goods and services,1967,
St. Vincent and the Grenadines,"Industry, value added",1967,
St. Vincent and the Grenadines,Customers local visits (per year),1967,63.5147561
St. Vincent and the Grenadines,Customers density,1967,224.9641026
St. Vincent and the Grenadines,"Services, etc., value added",1967,
St. Vincent and the Grenadines,New products value added,1972,
St. Vincent and the Grenadines,Domestic credit provided,1972,
St. Vincent and the Grenadines,Exports of goods and services,1972,
St. Vincent and the Grenadines,Parents rate,1972,5.629
St. Vincent and the Grenadines,Imports of goods and services,1972,
St. Vincent and the Grenadines,"Industry, value added",1972,
St. Vincent and the Grenadines,Customers local visits (per year),1972,65.46897561
St. Vincent and the Grenadines,Customers density,1972,237.0897436
St. Vincent and the Grenadines,"Services, etc., value added",1972,
St. Vincent and the Grenadines,New products value added,1977,13.37455242
St. Vincent and the Grenadines,Domestic credit provided,1977,35.96303287
St. Vincent and the Grenadines,Exports of goods and services,1977,32.03668196
St. Vincent and the Grenadines,Parents rate,1977,4.54
St. Vincent and the Grenadines,Imports of goods and services,1977,64.51612903
St. Vincent and the Grenadines,"Industry, value added",1977,15.98400722
St. Vincent and the Grenadines,Customers local visits (per year),1977,66.49926829
St. Vincent and the Grenadines,Customers density,1977,250.3820513
St. Vincent and the Grenadines,"Services, etc., value added",1977,70.64135601
St. Vincent and the Grenadines,New products value added,1982,12.70824748
St. Vincent and the Grenadines,Domestic credit provided,1982,43.76854551
St. Vincent and the Grenadines,Exports of goods and services,1982,44.25527869
St. Vincent and the Grenadines,Parents rate,1982,3.692
St. Vincent and the Grenadines,Imports of goods and services,1982,66.64826088
St. Vincent and the Grenadines,"Industry, value added",1982,19.05897471
St. Vincent and the Grenadines,Customers local visits (per year),1982,68.07292683
St. Vincent and the Grenadines,Customers density,1982,262.0564103
St. Vincent and the Grenadines,"Services, etc., value added",1982,68.23281534
St. Vincent and the Grenadines,New products value added,1987,13.31136066
St. Vincent and the Grenadines,Domestic credit provided,1987,40.71380522
St. Vincent and the Grenadines,Exports of goods and services,1987,51.88288508
St. Vincent and the Grenadines,Parents rate,1987,3.144
St. Vincent and the Grenadines,Imports of goods and services,1987,64.81774649
St. Vincent and the Grenadines,"Industry, value added",1987,20.21740203
St. Vincent and the Grenadines,Customers local visits (per year),1987,69.46507317
St. Vincent and the Grenadines,Customers density,1987,271.5179487
St. Vincent and the Grenadines,"Services, etc., value added",1987,66.47123731
St. Vincent and the Grenadines,New products value added,1992,15.03092091
St. Vincent and the Grenadines,Domestic credit provided,1992,43.24135039
St. Vincent and the Grenadines,Exports of goods and services,1992,49.63649076
St. Vincent and the Grenadines,Parents rate,1992,2.86
St. Vincent and the Grenadines,Imports of goods and services,1992,58.171073
St. Vincent and the Grenadines,"Industry, value added",1992,20.38579466
St. Vincent and the Grenadines,Customers local visits (per year),1992,70.36814634
St. Vincent and the Grenadines,Customers density,1992,276.925641
St. Vincent and the Grenadines,"Services, etc., value added",1992,64.58329958
St. Vincent and the Grenadines,New products value added,1997,7.436799917
St. Vincent and the Grenadines,Domestic credit provided,1997,58.33035925
St. Vincent and the Grenadines,Exports of goods and services,1997,42.65590604
St. Vincent and the Grenadines,Parents rate,1997,2.576
St. Vincent and the Grenadines,Imports of goods and services,1997,65.8332082
St. Vincent and the Grenadines,"Industry, value added",1997,21.94276163
St. Vincent and the Grenadines,Customers local visits (per year),1997,70.58765854
St. Vincent and the Grenadines,Customers density,1997,276.925641
St. Vincent and the Grenadines,"Services, etc., value added",1997,70.62043845
St. Vincent and the Grenadines,New products value added,2002,7.356378959
St. Vincent and the Grenadines,Domestic credit provided,2002,60.39016489
St. Vincent and the Grenadines,Exports of goods and services,2002,38.60558696
St. Vincent and the Grenadines,Parents rate,2002,2.271
St. Vincent and the Grenadines,Imports of goods and services,2002,46.50932859
St. Vincent and the Grenadines,"Industry, value added",2002,18.03363438
St. Vincent and the Grenadines,Customers local visits (per year),2002,70.71814634
St. Vincent and the Grenadines,Customers density,2002,277.3076923
St. Vincent and the Grenadines,"Services, etc., value added",2002,74.60998666
St. Vincent and the Grenadines,New products value added,2007,6.298014338
St. Vincent and the Grenadines,Domestic credit provided,2007,57.16641726
St. Vincent and the Grenadines,Exports of goods and services,2007,31.28602466
St. Vincent and the Grenadines,Parents rate,2007,2.131
St. Vincent and the Grenadines,Imports of goods and services,2007,59.28088628
St. Vincent and the Grenadines,"Industry, value added",2007,20.95969302
St. Vincent and the Grenadines,Customers local visits (per year),2007,71.69941463
St. Vincent and the Grenadines,Customers density,2007,279.6128205
St. Vincent and the Grenadines,"Services, etc., value added",2007,72.74229264
Sub-Saharan Africa,New products value added,1962,
Sub-Saharan Africa,Domestic credit provided,1962,
Sub-Saharan Africa,Exports of goods and services,1962,21.52361511
Sub-Saharan Africa,Parents rate,1962,6.641728829
Sub-Saharan Africa,Imports of goods and services,1962,20.41027344
Sub-Saharan Africa,"Industry, value added",1962,
Sub-Saharan Africa,Customers local visits (per year),1962,41.04943726
Sub-Saharan Africa,Customers density,1962,10.13060289
Sub-Saharan Africa,"Services, etc., value added",1962,
Sub-Saharan Africa,New products value added,1967,
Sub-Saharan Africa,Domestic credit provided,1967,41.66666412
Sub-Saharan Africa,Exports of goods and services,1967,20.5521946
Sub-Saharan Africa,Parents rate,1967,6.681839304
Sub-Saharan Africa,Imports of goods and services,1967,23.23739985
Sub-Saharan Africa,"Industry, value added",1967,
Sub-Saharan Africa,Customers local visits (per year),1967,43.07006436
Sub-Saharan Africa,Customers density,1967,11.45786674
Sub-Saharan Africa,"Services, etc., value added",1967,
Sub-Saharan Africa,New products value added,1972,
Sub-Saharan Africa,Domestic credit provided,1972,44.43720193
Sub-Saharan Africa,Exports of goods and services,1972,20.96804141
Sub-Saharan Africa,Parents rate,1972,6.764399068
Sub-Saharan Africa,Imports of goods and services,1972,21.7167606
Sub-Saharan Africa,"Industry, value added",1972,
Sub-Saharan Africa,Customers local visits (per year),1972,45.11615973
Sub-Saharan Africa,Customers density,1972,13.04647998
Sub-Saharan Africa,"Services, etc., value added",1972,
Sub-Saharan Africa,New products value added,1977,
Sub-Saharan Africa,Domestic credit provided,1977,43.71589922
Sub-Saharan Africa,Exports of goods and services,1977,26.63588799
Sub-Saharan Africa,Parents rate,1977,6.793917447
Sub-Saharan Africa,Imports of goods and services,1977,26.76520565
Sub-Saharan Africa,"Industry, value added",1977,
Sub-Saharan Africa,Customers local visits (per year),1977,47.11227899
Sub-Saharan Africa,Customers density,1977,14.95990163
Sub-Saharan Africa,"Services, etc., value added",1977,
Sub-Saharan Africa,New products value added,1982,24.57632643
Sub-Saharan Africa,Domestic credit provided,1982,52.4593227
Sub-Saharan Africa,Exports of goods and services,1982,23.17865592
Sub-Saharan Africa,Parents rate,1982,6.717455488
Sub-Saharan Africa,Imports of goods and services,1982,28.98241077
Sub-Saharan Africa,"Industry, value added",1982,32.00774015
Sub-Saharan Africa,Customers local visits (per year),1982,48.7781214
Sub-Saharan Africa,Customers density,1982,17.23166242
Sub-Saharan Africa,"Services, etc., value added",1982,43.41601981
Sub-Saharan Africa,New products value added,1987,24.21928825
Sub-Saharan Africa,Domestic credit provided,1987,58.48878127
Sub-Saharan Africa,Exports of goods and services,1987,28.52116961
Sub-Saharan Africa,Parents rate,1987,6.535189012
Sub-Saharan Africa,Imports of goods and services,1987,25.61140185
Sub-Saharan Africa,"Industry, value added",1987,33.13912492
Sub-Saharan Africa,Customers local visits (per year),1987,49.80952852
Sub-Saharan Africa,Customers density,1987,19.85265705
Sub-Saharan Africa,"Services, etc., value added",1987,43.77778891
Sub-Saharan Africa,New products value added,1992,22.70804159
Sub-Saharan Africa,Domestic credit provided,1992,68.61453773
Sub-Saharan Africa,Exports of goods and services,1992,28.59979269
Sub-Saharan Africa,Parents rate,1992,6.232512869
Sub-Saharan Africa,Imports of goods and services,1992,28.23537187
Sub-Saharan Africa,"Industry, value added",1992,34.75161537
Sub-Saharan Africa,Customers local visits (per year),1992,49.9068723
Sub-Saharan Africa,Customers density,1992,22.85242752
Sub-Saharan Africa,"Services, etc., value added",1992,42.82869309
Sub-Saharan Africa,New products value added,1997,23.72279777
Sub-Saharan Africa,Domestic credit provided,1997,69.71311111
Sub-Saharan Africa,Exports of goods and services,1997,32.49297918
Sub-Saharan Africa,Parents rate,1997,5.942039057
Sub-Saharan Africa,Imports of goods and services,1997,34.00246999
Sub-Saharan Africa,"Industry, value added",1997,32.87096388
Sub-Saharan Africa,Customers local visits (per year),1997,49.96808404
Sub-Saharan Africa,Customers density,1997,26.17379519
Sub-Saharan Africa,"Services, etc., value added",1997,43.40623829
Sub-Saharan Africa,New products value added,2002,25.54676457
Sub-Saharan Africa,Domestic credit provided,2002,65.52100667
Sub-Saharan Africa,Exports of goods and services,2002,34.26126719
Sub-Saharan Africa,Parents rate,2002,5.696190824
Sub-Saharan Africa,Imports of goods and services,2002,32.9735594
Sub-Saharan Africa,"Industry, value added",2002,28.56643675
Sub-Saharan Africa,Customers local visits (per year),2002,51.00385524
Sub-Saharan Africa,Customers density,2002,29.82596659
Sub-Saharan Africa,"Services, etc., value added",2002,45.75841276
Sub-Saharan Africa,New products value added,2007,19.94352103
Sub-Saharan Africa,Domestic credit provided,2007,74.1359118
Sub-Saharan Africa,Exports of goods and services,2007,35.11368505
Sub-Saharan Africa,Parents rate,2007,5.420808056
Sub-Saharan Africa,Imports of goods and services,2007,34.71513666
Sub-Saharan Africa,"Industry, value added",2007,31.13058763
Sub-Saharan Africa,Customers local visits (per year),2007,54.17855182
Sub-Saharan Africa,Customers density,2007,34.09510873
Sub-Saharan Africa,"Services, etc., value added",2007,48.89196319
Sub-Saharan Africa (excluding high income),New products value added,1962,
Sub-Saharan Africa (excluding high income),Domestic credit provided,1962,
Sub-Saharan Africa (excluding high income),Exports of goods and services,1962,21.52361511
Sub-Saharan Africa (excluding high income),Parents rate,1962,6.641728829
Sub-Saharan Africa (excluding high income),Imports of goods and services,1962,20.41027344
Sub-Saharan Africa (excluding high income),"Industry, value added",1962,
Sub-Saharan Africa (excluding high income),Customers local visits (per year),1962,41.04943726
Sub-Saharan Africa (excluding high income),Customers density,1962,10.12893542
Sub-Saharan Africa (excluding high income),"Services, etc., value added",1962,
Sub-Saharan Africa (excluding high income),New products value added,1967,
Sub-Saharan Africa (excluding high income),Domestic credit provided,1967,41.66666412
Sub-Saharan Africa (excluding high income),Exports of goods and services,1967,20.5521946
Sub-Saharan Africa (excluding high income),Parents rate,1967,6.681839304
Sub-Saharan Africa (excluding high income),Imports of goods and services,1967,23.23739985
Sub-Saharan Africa (excluding high income),"Industry, value added",1967,
Sub-Saharan Africa (excluding high income),Customers local visits (per year),1967,43.07006436
Sub-Saharan Africa (excluding high income),Customers density,1967,11.45597661
Sub-Saharan Africa (excluding high income),"Services, etc., value added",1967,
Sub-Saharan Africa (excluding high income),New products value added,1972,
Sub-Saharan Africa (excluding high income),Domestic credit provided,1972,44.44932083
Sub-Saharan Africa (excluding high income),Exports of goods and services,1972,20.96804141
Sub-Saharan Africa (excluding high income),Parents rate,1972,6.764399068
Sub-Saharan Africa (excluding high income),Imports of goods and services,1972,21.7167606
Sub-Saharan Africa (excluding high income),"Industry, value added",1972,
Sub-Saharan Africa (excluding high income),Customers local visits (per year),1972,45.11615973
Sub-Saharan Africa (excluding high income),Customers density,1972,13.04436176
Sub-Saharan Africa (excluding high income),"Services, etc., value added",1972,
Sub-Saharan Africa (excluding high income),New products value added,1977,
Sub-Saharan Africa (excluding high income),Domestic credit provided,1977,43.72651684
Sub-Saharan Africa (excluding high income),Exports of goods and services,1977,26.64531296
Sub-Saharan Africa (excluding high income),Parents rate,1977,6.793917447
Sub-Saharan Africa (excluding high income),Imports of goods and services,1977,26.72117741
Sub-Saharan Africa (excluding high income),"Industry, value added",1977,
Sub-Saharan Africa (excluding high income),Customers local visits (per year),1977,47.11227899
Sub-Saharan Africa (excluding high income),Customers density,1977,14.95757683
Sub-Saharan Africa (excluding high income),"Services, etc., value added",1977,
Sub-Saharan Africa (excluding high income),New products value added,1982,24.59345348
Sub-Saharan Africa (excluding high income),Domestic credit provided,1982,52.47566
Sub-Saharan Africa (excluding high income),Exports of goods and services,1982,23.19119095
Sub-Saharan Africa (excluding high income),Parents rate,1982,6.717987057
Sub-Saharan Africa (excluding high income),Imports of goods and services,1982,28.94614069
Sub-Saharan Africa (excluding high income),"Industry, value added",1982,32.02319771
Sub-Saharan Africa (excluding high income),Customers local visits (per year),1982,48.77489057
Sub-Saharan Africa (excluding high income),Customers density,1982,17.22927064
Sub-Saharan Africa (excluding high income),"Services, etc., value added",1982,43.38343528
Sub-Saharan Africa (excluding high income),New products value added,1987,24.23566766
Sub-Saharan Africa (excluding high income),Domestic credit provided,1987,58.51286115
Sub-Saharan Africa (excluding high income),Exports of goods and services,1987,28.53872688
Sub-Saharan Africa (excluding high income),Parents rate,1987,6.535735209
Sub-Saharan Africa (excluding high income),Imports of goods and services,1987,25.59369486
Sub-Saharan Africa (excluding high income),"Industry, value added",1987,33.15423624
Sub-Saharan Africa (excluding high income),Customers local visits (per year),1987,49.80661428
Sub-Saharan Africa (excluding high income),Customers density,1987,19.85014331
Sub-Saharan Africa (excluding high income),"Services, etc., value added",1987,43.74726648
Sub-Saharan Africa (excluding high income),New products value added,1992,22.72390818
Sub-Saharan Africa (excluding high income),Domestic credit provided,1992,68.64788417
Sub-Saharan Africa (excluding high income),Exports of goods and services,1992,28.61500799
Sub-Saharan Africa (excluding high income),Parents rate,1992,6.233029457
Sub-Saharan Africa (excluding high income),Imports of goods and services,1992,28.22155839
Sub-Saharan Africa (excluding high income),"Industry, value added",1992,34.76556431
Sub-Saharan Africa (excluding high income),Customers local visits (per year),1992,49.90410512
Sub-Saharan Africa (excluding high income),Customers density,1992,22.84987635
Sub-Saharan Africa (excluding high income),"Services, etc., value added",1992,42.79911987
Sub-Saharan Africa (excluding high income),New products value added,1997,23.73979869
Sub-Saharan Africa (excluding high income),Domestic credit provided,1997,69.69700737
Sub-Saharan Africa (excluding high income),Exports of goods and services,1997,32.50352232
Sub-Saharan Africa (excluding high income),Parents rate,1997,5.942601169
Sub-Saharan Africa (excluding high income),Imports of goods and services,1997,33.97991996
Sub-Saharan Africa (excluding high income),"Industry, value added",1997,32.87812456
Sub-Saharan Africa (excluding high income),Customers local visits (per year),1997,49.96539248
Sub-Saharan Africa (excluding high income),Customers density,1997,26.17103111
Sub-Saharan Africa (excluding high income),"Services, etc., value added",1997,43.38207667
Sub-Saharan Africa (excluding high income),New products value added,2002,25.56708481
Sub-Saharan Africa (excluding high income),Domestic credit provided,2002,65.39747855
Sub-Saharan Africa (excluding high income),Exports of goods and services,2002,34.22411988
Sub-Saharan Africa (excluding high income),Parents rate,2002,5.696729101
Sub-Saharan Africa (excluding high income),Imports of goods and services,2002,32.92891053
Sub-Saharan Africa (excluding high income),"Industry, value added",2002,28.56490188
Sub-Saharan Africa (excluding high income),Customers local visits (per year),2002,51.00124529
Sub-Saharan Africa (excluding high income),Customers density,2002,29.82300248
Sub-Saharan Africa (excluding high income),"Services, etc., value added",2002,45.7393704
Sub-Saharan Africa (excluding high income),New products value added,2007,19.95884018
Sub-Saharan Africa (excluding high income),Domestic credit provided,2007,74.1335065
Sub-Saharan Africa (excluding high income),Exports of goods and services,2007,35.06639437
